thumb,index,middle,ring,pinkie,accx1,accy1,accz1,gx1,gy1,gz1,accx2,accy2,accz2,gx2,gy2,gz2,anillo,label
336.0,313.0,333.0,331.0,345.0,6428.0,-14488.0,5768.0,-262.0,-22.0,-58.0,-1832.0,-2388.0,15328.0,-104.0,96.0,-155.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6328.0,-14396.0,5868.0,-392.0,110.0,-48.0,-1804.0,-2464.0,15616.0,-100.0,112.0,-85.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6224.0,-14512.0,5988.0,-359.0,-2.0,14.0,-1716.0,-2648.0,15340.0,-10.0,24.0,-91.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6240.0,-14432.0,5836.0,-435.0,-62.0,-39.0,-1628.0,-2584.0,15452.0,-67.0,118.0,-179.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6268.0,-14304.0,6052.0,-312.0,-26.0,25.0,-1796.0,-2424.0,15432.0,-200.0,161.0,-79.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6244.0,-14544.0,5776.0,-437.0,-101.0,44.0,-1528.0,-2488.0,15296.0,-174.0,424.0,-13.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5956.0,-14624.0,6008.0,-402.0,-155.0,-3.0,-1928.0,-2708.0,15564.0,-139.0,290.0,-69.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6052.0,-14532.0,5884.0,-411.0,-72.0,-36.0,-1864.0,-2772.0,15396.0,-167.0,38.0,-60.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6380.0,-14568.0,5664.0,-391.0,-20.0,103.0,-2196.0,-2496.0,15584.0,-177.0,223.0,44.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5928.0,-14420.0,5892.0,-453.0,-190.0,148.0,-2012.0,-2248.0,15320.0,-125.0,72.0,-143.0,1.0,C
337.0,313.0,333.0,331.0,345.0,6068.0,-14700.0,5728.0,-369.0,26.0,-9.0,-2132.0,-2616.0,15448.0,-123.0,62.0,-57.0,1.0,C
336.0,313.0,333.0,331.0,344.0,5956.0,-14628.0,5800.0,-360.0,-49.0,-16.0,-1932.0,-2452.0,15372.0,-143.0,98.0,-142.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6088.0,-14576.0,5732.0,-350.0,117.0,15.0,-1948.0,-2856.0,15212.0,-74.0,54.0,-135.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6028.0,-14612.0,5780.0,-450.0,-150.0,-20.0,-2020.0,-2412.0,15336.0,-37.0,46.0,-128.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6100.0,-14560.0,5772.0,-261.0,0.0,8.0,-2052.0,-2380.0,15328.0,-57.0,124.0,-185.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5928.0,-14480.0,5924.0,-309.0,57.0,-43.0,-2024.0,-2652.0,15428.0,-71.0,56.0,-23.0,1.0,C
337.0,313.0,333.0,331.0,344.0,6128.0,-14384.0,5872.0,-277.0,-31.0,-96.0,-1944.0,-2704.0,15308.0,-85.0,-3.0,-111.0,1.0,C
337.0,313.0,333.0,331.0,345.0,6256.0,-14604.0,5796.0,-382.0,-20.0,-20.0,-2016.0,-2480.0,15520.0,-130.0,63.0,-84.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6200.0,-14612.0,5704.0,-299.0,36.0,-117.0,-1896.0,-2436.0,15368.0,5.0,97.0,-11.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6292.0,-14600.0,5608.0,-359.0,-172.0,44.0,-1948.0,-2500.0,15476.0,-121.0,75.0,-93.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6192.0,-14580.0,5924.0,-309.0,48.0,-7.0,-2056.0,-2604.0,15452.0,-82.0,107.0,-124.0,1.0,C
336.0,312.0,333.0,331.0,345.0,6148.0,-14568.0,5648.0,-240.0,-10.0,-2.0,-2128.0,-2804.0,15380.0,-59.0,107.0,-10.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6280.0,-14548.0,6012.0,-431.0,-26.0,91.0,-2160.0,-2652.0,15132.0,-278.0,-108.0,-43.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6320.0,-14564.0,5596.0,-187.0,106.0,-169.0,-1940.0,-2328.0,15612.0,-14.0,60.0,-148.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6092.0,-14468.0,6360.0,-500.0,-57.0,-179.0,-2012.0,-2744.0,15192.0,22.0,179.0,-319.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6428.0,-14380.0,5780.0,-307.0,-127.0,-154.0,-2092.0,-2396.0,15508.0,-245.0,130.0,-17.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6080.0,-14512.0,6084.0,-438.0,-98.0,-106.0,-2208.0,-2692.0,15692.0,-141.0,113.0,-113.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6076.0,-13964.0,6156.0,-484.0,0.0,-1.0,-1908.0,-2764.0,15128.0,119.0,-54.0,-75.0,1.0,C
336.0,313.0,333.0,331.0,344.0,6472.0,-14660.0,5700.0,-198.0,64.0,55.0,-2204.0,-2576.0,15456.0,-339.0,101.0,26.0,1.0,C
336.0,313.0,332.0,331.0,345.0,6420.0,-14392.0,5520.0,-312.0,-38.0,-108.0,-1932.0,-2540.0,15544.0,-7.0,-4.0,-22.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6100.0,-14708.0,5848.0,-260.0,40.0,89.0,-2072.0,-2752.0,15308.0,-162.0,69.0,-137.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6180.0,-14752.0,5792.0,-290.0,-146.0,-68.0,-1912.0,-2668.0,15280.0,19.0,141.0,-66.0,1.0,C
337.0,314.0,333.0,331.0,345.0,6016.0,-14752.0,5840.0,-400.0,4.0,-47.0,-1908.0,-2252.0,15288.0,-149.0,110.0,-18.0,1.0,C
336.0,313.0,333.0,331.0,344.0,5684.0,-15132.0,6228.0,-458.0,-43.0,-312.0,-2088.0,-2856.0,15340.0,251.0,257.0,-51.0,1.0,C
337.0,313.0,333.0,331.0,345.0,5988.0,-14684.0,6224.0,-484.0,-121.0,-312.0,-1688.0,-2656.0,15440.0,-72.0,202.0,-89.0,1.0,C
336.0,313.0,333.0,331.0,344.0,5936.0,-14560.0,6204.0,-313.0,-236.0,48.0,-2184.0,-2592.0,15544.0,-18.0,233.0,-212.0,1.0,C
337.0,313.0,333.0,331.0,345.0,6116.0,-14616.0,6100.0,-326.0,-109.0,-93.0,-1932.0,-2780.0,15384.0,53.0,87.0,-96.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6412.0,-14608.0,5756.0,-17.0,108.0,-148.0,-2312.0,-2644.0,15808.0,-195.0,50.0,-157.0,1.0,C
337.0,313.0,333.0,331.0,345.0,6404.0,-14568.0,5660.0,-520.0,-102.0,-23.0,-1924.0,-2300.0,15304.0,36.0,194.0,65.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6140.0,-14428.0,6136.0,-280.0,-23.0,-69.0,-1732.0,-2808.0,15164.0,-76.0,239.0,-201.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6120.0,-14708.0,5960.0,-310.0,-319.0,104.0,-1860.0,-2112.0,15316.0,-17.0,176.0,-17.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6008.0,-14600.0,5812.0,-424.0,-123.0,-8.0,-2040.0,-2488.0,15528.0,-125.0,200.0,-102.0,1.0,C
337.0,313.0,333.0,331.0,345.0,6236.0,-14376.0,5896.0,-334.0,-58.0,96.0,-2036.0,-2464.0,15492.0,-59.0,38.0,-44.0,1.0,C
337.0,313.0,334.0,331.0,345.0,5996.0,-14820.0,6020.0,-257.0,54.0,-31.0,-1904.0,-2708.0,15288.0,-15.0,20.0,-123.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5948.0,-14668.0,5868.0,-192.0,93.0,132.0,-2036.0,-2208.0,15476.0,-79.0,130.0,20.0,1.0,C
336.0,314.0,333.0,331.0,345.0,6140.0,-14604.0,5896.0,-287.0,274.0,-82.0,-2108.0,-2560.0,15600.0,-138.0,92.0,-77.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6044.0,-14336.0,6224.0,-487.0,31.0,107.0,-2184.0,-2480.0,15360.0,-107.0,61.0,-169.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6096.0,-14716.0,5672.0,-425.0,-35.0,8.0,-1988.0,-2400.0,15412.0,-112.0,136.0,17.0,1.0,C
336.0,314.0,333.0,331.0,345.0,6004.0,-14632.0,5956.0,-484.0,-146.0,22.0,-2064.0,-2288.0,15500.0,-9.0,244.0,-160.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6076.0,-14788.0,5776.0,-363.0,-170.0,6.0,-2212.0,-2304.0,15360.0,-130.0,158.0,-1.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5908.0,-14556.0,5940.0,-557.0,6.0,64.0,-2160.0,-2176.0,15576.0,7.0,408.0,-71.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5736.0,-14448.0,6152.0,-447.0,165.0,229.0,-2460.0,-2264.0,15348.0,-173.0,197.0,-98.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5752.0,-14728.0,5968.0,-407.0,47.0,-19.0,-2500.0,-2704.0,15224.0,-171.0,-74.0,39.0,1.0,C
336.0,314.0,333.0,331.0,345.0,5884.0,-14728.0,5808.0,-279.0,-104.0,-77.0,-1936.0,-1928.0,15388.0,-89.0,184.0,-119.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5764.0,-14592.0,5800.0,-340.0,-254.0,-194.0,-2616.0,-1968.0,15544.0,-106.0,63.0,30.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6260.0,-14464.0,5788.0,-415.0,77.0,-45.0,-2464.0,-2300.0,15540.0,-264.0,73.0,-61.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5944.0,-14552.0,5452.0,-354.0,-90.0,122.0,-2608.0,-2232.0,15376.0,-89.0,87.0,-62.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5820.0,-14656.0,5892.0,-312.0,-80.0,45.0,-2184.0,-2304.0,15320.0,-196.0,34.0,-90.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5852.0,-14972.0,5664.0,-353.0,-85.0,23.0,-2256.0,-2484.0,15416.0,-97.0,81.0,-2.0,1.0,C
337.0,313.0,333.0,331.0,345.0,5744.0,-14844.0,5868.0,-368.0,-175.0,118.0,-2084.0,-1632.0,15572.0,62.0,207.0,-116.0,1.0,C
336.0,313.0,334.0,331.0,345.0,6124.0,-14668.0,5396.0,-329.0,114.0,-246.0,-2624.0,-2480.0,15372.0,-146.0,258.0,-154.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5704.0,-14620.0,6356.0,-342.0,-116.0,-82.0,-2368.0,-2492.0,15380.0,-45.0,107.0,-94.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5816.0,-15000.0,5536.0,-291.0,-141.0,-167.0,-2316.0,-2292.0,15320.0,-144.0,137.0,-66.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5652.0,-14588.0,5872.0,-211.0,33.0,9.0,-2440.0,-2320.0,15408.0,-172.0,46.0,-107.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5836.0,-14804.0,5908.0,-439.0,71.0,-16.0,-2432.0,-2760.0,15436.0,8.0,84.0,-84.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5756.0,-14720.0,5932.0,-367.0,-72.0,-103.0,-2352.0,-2356.0,15268.0,30.0,144.0,-85.0,1.0,C
336.0,313.0,333.0,332.0,345.0,5860.0,-14752.0,5816.0,-392.0,140.0,-154.0,-2372.0,-2548.0,15380.0,-109.0,60.0,-193.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5620.0,-14580.0,6160.0,-395.0,-132.0,74.0,-2176.0,-2292.0,15460.0,-56.0,85.0,-126.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5700.0,-14684.0,5952.0,-288.0,41.0,-88.0,-2452.0,-2696.0,15216.0,-101.0,187.0,-40.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5708.0,-14500.0,6272.0,-369.0,-177.0,60.0,-2284.0,-2564.0,15444.0,-139.0,90.0,-187.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5812.0,-14712.0,5704.0,-448.0,155.0,-71.0,-2624.0,-2496.0,15392.0,-127.0,-32.0,34.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5816.0,-14800.0,6048.0,-233.0,-171.0,21.0,-2216.0,-2312.0,15352.0,-97.0,-6.0,-252.0,1.0,C
336.0,313.0,333.0,331.0,345.0,6048.0,-14692.0,5856.0,-252.0,49.0,-27.0,-2328.0,-2420.0,15376.0,-80.0,75.0,-46.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5828.0,-14448.0,6020.0,-264.0,-3.0,-38.0,-2340.0,-2544.0,15348.0,-198.0,20.0,-41.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5972.0,-14664.0,5712.0,-469.0,-64.0,20.0,-2036.0,-2584.0,15248.0,5.0,69.0,-108.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5768.0,-14744.0,6088.0,-228.0,34.0,42.0,-2332.0,-2692.0,15164.0,-217.0,91.0,-81.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5796.0,-14664.0,6020.0,-416.0,5.0,-28.0,-2128.0,-2276.0,15268.0,-121.0,73.0,-114.0,1.0,C
336.0,313.0,333.0,332.0,345.0,5796.0,-14724.0,6132.0,-421.0,12.0,15.0,-2356.0,-2532.0,15588.0,-14.0,103.0,-40.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5856.0,-14508.0,5980.0,-299.0,-144.0,-88.0,-2468.0,-2580.0,15364.0,-70.0,181.0,-151.0,1.0,C
336.0,314.0,333.0,331.0,345.0,5848.0,-14512.0,6016.0,-284.0,-50.0,15.0,-2288.0,-2580.0,15456.0,-122.0,22.0,-86.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5756.0,-14580.0,6072.0,-402.0,54.0,14.0,-2200.0,-2508.0,15204.0,-75.0,47.0,-69.0,1.0,C
336.0,314.0,333.0,331.0,345.0,6040.0,-14684.0,5708.0,-312.0,108.0,-49.0,-2396.0,-2456.0,15412.0,-133.0,75.0,-70.0,1.0,C
336.0,313.0,333.0,331.0,345.0,5960.0,-14648.0,6020.0,-391.0,-26.0,-26.0,-2404.0,-2448.0,15460.0,-50.0,21.0,-68.0,1.0,C
336.0,314.0,334.0,331.0,345.0,5860.0,-14772.0,5844.0,-376.0,-107.0,19.0,-2224.0,-2288.0,15296.0,-53.0,91.0,-213.0,1.0,C
336.0,314.0,333.0,332.0,345.0,5648.0,-14500.0,6168.0,-239.0,-187.0,-94.0,-2324.0,-2408.0,15360.0,-244.0,173.0,-63.0,1.0,C
336.0,314.0,333.0,332.0,345.0,5988.0,-14460.0,6124.0,-541.0,-141.0,-92.0,-2332.0,-2764.0,15248.0,-52.0,52.0,28.0,1.0,C
336.0,313.0,334.0,331.0,345.0,5636.0,-14580.0,6392.0,-372.0,-332.0,38.0,-2124.0,-2452.0,15236.0,-326.0,208.0,-144.0,1.0,C
336.0,313.0,334.0,331.0,346.0,5820.0,-14688.0,5856.0,-628.0,-65.0,1.0,-2052.0,-2536.0,15404.0,-289.0,353.0,193.0,1.0,C
336.0,314.0,333.0,331.0,346.0,5948.0,-14604.0,5832.0,-463.0,-229.0,39.0,-2244.0,-2584.0,15216.0,78.0,91.0,-77.0,1.0,C
336.0,313.0,333.0,331.0,346.0,5640.0,-14972.0,6232.0,-254.0,94.0,-65.0,-2112.0,-3192.0,15036.0,-13.0,7.0,-128.0,1.0,C
336.0,313.0,333.0,331.0,346.0,6040.0,-14704.0,5504.0,-175.0,108.0,151.0,-2020.0,-2528.0,15076.0,-80.0,14.0,101.0,1.0,C
327.0,299.0,310.0,316.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,-2416.0,-1700.0,15276.0,-245.0,87.0,-48.0,1.0,D
327.0,299.0,310.0,316.0,335.0,4592.0,-15368.0,5056.0,-248.0,-342.0,270.0,-2352.0,-1228.0,15504.0,-131.0,207.0,14.0,1.0,D
327.0,299.0,311.0,316.0,335.0,4524.0,-15572.0,5008.0,-198.0,-28.0,61.0,-2548.0,-1420.0,15468.0,-106.0,215.0,-177.0,1.0,D
327.0,299.0,311.0,316.0,335.0,4804.0,-15372.0,4832.0,-495.0,110.0,-52.0,-2632.0,-1572.0,15432.0,-95.0,-45.0,8.0,1.0,D
327.0,299.0,311.0,316.0,336.0,4656.0,-15340.0,5036.0,-287.0,-208.0,-84.0,-2464.0,-1468.0,15140.0,204.0,-105.0,83.0,1.0,D
327.0,300.0,310.0,316.0,335.0,4680.0,-15516.0,5064.0,-101.0,-178.0,32.0,-2496.0,-1332.0,15692.0,-153.0,-52.0,-231.0,1.0,D
326.0,300.0,311.0,316.0,336.0,4496.0,-15260.0,5140.0,-133.0,184.0,-218.0,-2284.0,-1188.0,15668.0,-89.0,84.0,-163.0,1.0,D
326.0,301.0,310.0,316.0,336.0,4712.0,-15152.0,5160.0,-524.0,51.0,-15.0,-2336.0,-1264.0,15536.0,-183.0,106.0,-175.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4932.0,-15484.0,4812.0,40.0,46.0,-280.0,-2432.0,-1540.0,15548.0,-199.0,203.0,93.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4472.0,-15100.0,5492.0,-357.0,-52.0,-31.0,-2360.0,-1508.0,15240.0,-76.0,31.0,-315.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4748.0,-15340.0,4996.0,-259.0,-89.0,-64.0,-2412.0,-1348.0,15448.0,-176.0,180.0,-1.0,1.0,D
327.0,300.0,312.0,317.0,335.0,4752.0,-15460.0,5304.0,-498.0,-60.0,-106.0,-2360.0,-1564.0,15480.0,-8.0,108.0,-199.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4648.0,-15448.0,5360.0,-288.0,-19.0,-228.0,-2592.0,-1584.0,15424.0,-82.0,38.0,-70.0,1.0,D
327.0,300.0,311.0,317.0,335.0,4812.0,-15540.0,5264.0,-3.0,-122.0,-111.0,-2252.0,-1308.0,15744.0,-64.0,-9.0,-24.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4488.0,-15220.0,5492.0,-581.0,47.0,-79.0,-2228.0,-1496.0,15544.0,-124.0,73.0,-88.0,1.0,D
327.0,301.0,311.0,317.0,336.0,4772.0,-15108.0,5148.0,-348.0,115.0,30.0,-2548.0,-1340.0,15980.0,-132.0,98.0,-182.0,1.0,D
327.0,300.0,311.0,316.0,335.0,4884.0,-15180.0,4964.0,-493.0,-224.0,-17.0,-2444.0,-1660.0,15280.0,-126.0,201.0,-199.0,1.0,D
327.0,300.0,311.0,317.0,336.0,4688.0,-15184.0,5100.0,-492.0,4.0,35.0,-2376.0,-1964.0,15600.0,-144.0,92.0,-107.0,1.0,D
327.0,300.0,311.0,316.0,336.0,4860.0,-15524.0,5228.0,-726.0,-70.0,-65.0,-2264.0,-1440.0,15548.0,-349.0,-23.0,-57.0,1.0,D
327.0,301.0,312.0,317.0,336.0,4752.0,-15376.0,5076.0,-485.0,-49.0,77.0,-2284.0,-1596.0,15484.0,-109.0,32.0,-90.0,1.0,D
327.0,301.0,311.0,317.0,336.0,4800.0,-15496.0,4984.0,-227.0,12.0,-93.0,-2280.0,-1544.0,15348.0,-109.0,157.0,-1.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4556.0,-15464.0,4924.0,-247.0,67.0,-104.0,-2360.0,-1720.0,15504.0,-165.0,183.0,-72.0,1.0,D
327.0,300.0,312.0,317.0,336.0,4932.0,-15624.0,4844.0,-425.0,115.0,-136.0,-2376.0,-1472.0,15620.0,-139.0,66.0,-40.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4752.0,-15160.0,4876.0,-451.0,-290.0,-342.0,-2424.0,-1804.0,15264.0,-22.0,242.0,45.0,1.0,D
327.0,301.0,312.0,317.0,336.0,4620.0,-15368.0,5112.0,-457.0,75.0,-48.0,-2240.0,-1776.0,15452.0,-141.0,216.0,-137.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4744.0,-15524.0,4900.0,-379.0,-27.0,29.0,-2548.0,-1508.0,15612.0,-23.0,51.0,44.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4556.0,-15660.0,4988.0,-344.0,34.0,23.0,-2496.0,-1712.0,15292.0,-79.0,53.0,-185.0,1.0,D
328.0,301.0,312.0,317.0,337.0,4540.0,-15392.0,5064.0,-320.0,-157.0,-27.0,-2364.0,-1552.0,15572.0,-132.0,59.0,-29.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4544.0,-15596.0,5124.0,-245.0,-19.0,-92.0,-2180.0,-1780.0,15424.0,-105.0,124.0,-146.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4808.0,-15516.0,5008.0,-323.0,49.0,-56.0,-2432.0,-1680.0,15344.0,-88.0,136.0,-117.0,1.0,D
328.0,301.0,313.0,317.0,336.0,4804.0,-15472.0,5048.0,-406.0,-115.0,-25.0,-2328.0,-1360.0,15560.0,-123.0,86.0,-127.0,1.0,D
328.0,301.0,312.0,317.0,337.0,4772.0,-15288.0,4936.0,-372.0,-27.0,-91.0,-2288.0,-1736.0,15568.0,-33.0,49.0,-44.0,1.0,D
328.0,301.0,313.0,318.0,336.0,4704.0,-15312.0,5276.0,-460.0,-25.0,-30.0,-2520.0,-1620.0,15512.0,-40.0,147.0,-109.0,1.0,D
328.0,301.0,312.0,317.0,336.0,4592.0,-15240.0,5128.0,-379.0,78.0,-43.0,-2096.0,-1540.0,15532.0,-195.0,163.0,-135.0,1.0,D
328.0,301.0,313.0,318.0,336.0,4924.0,-15464.0,4772.0,-280.0,-14.0,-26.0,-2228.0,-1812.0,15420.0,-151.0,136.0,-67.0,1.0,D
328.0,301.0,313.0,317.0,337.0,4792.0,-15444.0,4632.0,-371.0,-31.0,-76.0,-2364.0,-1664.0,15580.0,-163.0,160.0,-37.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4628.0,-15532.0,5040.0,-408.0,-125.0,64.0,-2408.0,-1388.0,15408.0,-147.0,150.0,-94.0,1.0,D
328.0,301.0,313.0,317.0,337.0,4612.0,-15408.0,5152.0,-466.0,32.0,-11.0,-2516.0,-1844.0,15352.0,25.0,65.0,-97.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4516.0,-15644.0,4940.0,-384.0,-108.0,-23.0,-2200.0,-1308.0,15308.0,-116.0,41.0,-49.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4568.0,-15572.0,5052.0,-221.0,-5.0,-18.0,-2432.0,-1788.0,15512.0,20.0,87.0,-115.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4944.0,-15364.0,4820.0,-278.0,-13.0,-172.0,-2260.0,-1584.0,15328.0,-38.0,43.0,-89.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4756.0,-15632.0,5212.0,-164.0,77.0,-22.0,-2220.0,-1564.0,15424.0,-82.0,33.0,-131.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4420.0,-15328.0,5156.0,-346.0,-19.0,39.0,-2272.0,-1504.0,15420.0,-68.0,118.0,-186.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4600.0,-15168.0,5124.0,-310.0,-137.0,-15.0,-2288.0,-1664.0,15432.0,-131.0,169.0,-143.0,1.0,D
328.0,302.0,313.0,318.0,338.0,4696.0,-15288.0,5224.0,-367.0,-48.0,-34.0,-2196.0,-1428.0,15548.0,-81.0,158.0,-42.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4600.0,-15152.0,5384.0,-367.0,37.0,-72.0,-2492.0,-1680.0,15484.0,-127.0,134.0,-36.0,1.0,D
328.0,302.0,313.0,318.0,338.0,4596.0,-15376.0,5360.0,-400.0,45.0,2.0,-2288.0,-1300.0,15572.0,-219.0,161.0,-92.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4740.0,-15328.0,5240.0,-419.0,-1.0,-33.0,-2400.0,-1544.0,15516.0,-73.0,-63.0,-94.0,1.0,D
328.0,302.0,313.0,319.0,337.0,4680.0,-15220.0,4828.0,-364.0,-3.0,7.0,-2264.0,-1536.0,15556.0,-95.0,66.0,-246.0,1.0,D
328.0,302.0,313.0,318.0,337.0,4700.0,-15480.0,5120.0,-523.0,-128.0,22.0,-2328.0,-1556.0,15372.0,-188.0,102.0,-85.0,1.0,D
328.0,303.0,313.0,318.0,338.0,4700.0,-15536.0,4920.0,-322.0,5.0,-146.0,-2268.0,-1872.0,15404.0,-67.0,115.0,-142.0,1.0,D
328.0,303.0,313.0,318.0,338.0,4644.0,-15052.0,5284.0,-459.0,-5.0,-111.0,-2580.0,-1428.0,15588.0,-64.0,55.0,-276.0,1.0,D
328.0,303.0,314.0,318.0,337.0,4780.0,-15176.0,4960.0,-264.0,52.0,-77.0,-2300.0,-1176.0,15680.0,-35.0,-46.0,-188.0,1.0,D
328.0,303.0,313.0,318.0,338.0,4784.0,-15464.0,5004.0,-380.0,-74.0,-163.0,-1888.0,-1628.0,15256.0,47.0,40.0,53.0,1.0,D
328.0,302.0,313.0,318.0,338.0,4824.0,-15396.0,5272.0,-298.0,-202.0,-31.0,-2116.0,-1944.0,15300.0,-210.0,106.0,-61.0,1.0,D
328.0,303.0,313.0,319.0,338.0,4792.0,-15320.0,5052.0,-219.0,-90.0,-16.0,-2352.0,-1456.0,15432.0,-184.0,80.0,-107.0,1.0,D
328.0,302.0,314.0,318.0,338.0,4840.0,-15348.0,4860.0,-301.0,-134.0,-27.0,-2060.0,-1440.0,15480.0,-91.0,106.0,-191.0,1.0,D
328.0,303.0,313.0,319.0,338.0,4848.0,-15280.0,5412.0,-319.0,113.0,38.0,-2256.0,-1628.0,15536.0,-201.0,60.0,-87.0,1.0,D
328.0,302.0,314.0,319.0,338.0,4768.0,-15076.0,4896.0,-257.0,-42.0,-57.0,-2208.0,-1496.0,15592.0,29.0,-30.0,38.0,1.0,D
328.0,303.0,314.0,319.0,338.0,4840.0,-15456.0,5112.0,-455.0,-50.0,-104.0,-2204.0,-1676.0,15588.0,-110.0,182.0,-218.0,1.0,D
328.0,303.0,314.0,318.0,338.0,4856.0,-15288.0,5508.0,-247.0,199.0,-150.0,-2056.0,-1624.0,15452.0,-190.0,79.0,-42.0,1.0,D
329.0,303.0,314.0,319.0,338.0,4840.0,-15352.0,5116.0,-323.0,-58.0,-26.0,-2076.0,-1364.0,15484.0,-24.0,117.0,-100.0,1.0,D
328.0,303.0,314.0,319.0,338.0,5052.0,-15120.0,5016.0,-338.0,-104.0,-25.0,-2256.0,-1800.0,15404.0,-110.0,112.0,-25.0,1.0,D
329.0,303.0,314.0,319.0,338.0,4864.0,-15204.0,5116.0,-348.0,46.0,107.0,-2072.0,-1636.0,15472.0,-160.0,52.0,-56.0,1.0,D
329.0,303.0,314.0,319.0,338.0,4820.0,-15236.0,5332.0,-383.0,-5.0,8.0,-2172.0,-1348.0,15468.0,-17.0,31.0,-116.0,1.0,D
329.0,303.0,314.0,319.0,338.0,4864.0,-15088.0,5604.0,-363.0,91.0,-27.0,-2136.0,-1604.0,15384.0,-315.0,63.0,-85.0,1.0,D
329.0,303.0,313.0,319.0,338.0,4904.0,-15484.0,4992.0,-376.0,-148.0,29.0,-2056.0,-1488.0,15384.0,-58.0,51.0,-38.0,1.0,D
329.0,303.0,314.0,319.0,339.0,4604.0,-15056.0,5552.0,-368.0,103.0,31.0,-2172.0,-1352.0,15480.0,-156.0,42.0,-181.0,1.0,D
