thumb,index,middle,ring,pinkie,accx1,accy1,accz1,gx1,gy1,gz1,accx2,accy2,accz2,gx2,gy2,gz2,anillo,label
371.0,250.0,263.0,293.0,267.0,16280.0,-168.0,4372.0,-405.0,-102.0,11.0,-13244.0,1772.0,7744.0,-68.0,54.0,-184.0,1.0,B
371.0,250.0,264.0,293.0,267.0,16240.0,-584.0,4264.0,-485.0,-50.0,-56.0,-13344.0,1556.0,7940.0,52.0,97.0,-209.0,1.0,B
371.0,250.0,262.0,293.0,267.0,16232.0,-428.0,4496.0,-467.0,-58.0,27.0,-13356.0,1652.0,7960.0,-61.0,142.0,-66.0,1.0,B
371.0,250.0,264.0,293.0,267.0,16356.0,-596.0,4424.0,-253.0,117.0,-32.0,-13424.0,1800.0,7884.0,-194.0,64.0,-115.0,1.0,B
371.0,250.0,261.0,293.0,267.0,16500.0,-548.0,4424.0,-297.0,3.0,10.0,-13268.0,1588.0,7636.0,-186.0,82.0,-60.0,1.0,B
371.0,250.0,265.0,293.0,267.0,16260.0,-580.0,4516.0,-205.0,-91.0,-45.0,-13436.0,1628.0,7840.0,-219.0,174.0,-28.0,1.0,B
372.0,250.0,261.0,293.0,268.0,16472.0,-540.0,4740.0,-106.0,188.0,-37.0,-13568.0,1692.0,7636.0,-156.0,-82.0,90.0,1.0,B
372.0,250.0,266.0,293.0,267.0,16408.0,-236.0,4360.0,-402.0,-108.0,-95.0,-13272.0,1872.0,7776.0,-297.0,5.0,166.0,1.0,B
372.0,251.0,261.0,293.0,267.0,16404.0,-324.0,4416.0,-385.0,109.0,-125.0,-13424.0,1972.0,7888.0,-29.0,5.0,-216.0,1.0,B
371.0,251.0,265.0,293.0,267.0,16328.0,-452.0,4608.0,-363.0,57.0,68.0,-13348.0,2024.0,7712.0,54.0,50.0,-140.0,1.0,B
371.0,251.0,261.0,293.0,268.0,16384.0,-464.0,4416.0,-421.0,-84.0,-21.0,-13396.0,1776.0,7656.0,-118.0,141.0,-62.0,1.0,B
371.0,251.0,265.0,293.0,267.0,16244.0,-188.0,4840.0,-403.0,-50.0,-138.0,-13264.0,1868.0,7568.0,-149.0,-43.0,-152.0,1.0,B
372.0,251.0,262.0,294.0,267.0,16656.0,-168.0,4920.0,-219.0,-203.0,-61.0,-13452.0,1868.0,7728.0,-73.0,88.0,-89.0,1.0,B
371.0,250.0,264.0,293.0,267.0,16412.0,-288.0,4768.0,-187.0,86.0,-101.0,-13304.0,1948.0,7652.0,-187.0,-47.0,-91.0,1.0,B
372.0,251.0,262.0,293.0,267.0,16372.0,-304.0,4624.0,-374.0,11.0,-39.0,-13064.0,1872.0,7832.0,-98.0,67.0,-48.0,1.0,B
372.0,250.0,264.0,293.0,267.0,16480.0,-244.0,4328.0,-308.0,5.0,-80.0,-13332.0,1892.0,7828.0,-65.0,129.0,-92.0,1.0,B
372.0,251.0,263.0,293.0,267.0,16364.0,-388.0,4284.0,-309.0,84.0,-52.0,-13376.0,1876.0,7844.0,-137.0,10.0,-108.0,1.0,B
372.0,251.0,264.0,293.0,267.0,16320.0,-312.0,4784.0,-335.0,-186.0,-97.0,-13216.0,1940.0,7916.0,-119.0,78.0,3.0,1.0,B
372.0,251.0,264.0,293.0,267.0,16440.0,-384.0,4448.0,-201.0,74.0,-162.0,-13468.0,2104.0,7708.0,-194.0,-51.0,-147.0,1.0,B
372.0,251.0,263.0,293.0,267.0,16408.0,-512.0,4672.0,-322.0,71.0,43.0,-13420.0,1780.0,7808.0,-209.0,48.0,-49.0,1.0,B
371.0,251.0,265.0,293.0,268.0,16304.0,-216.0,4624.0,-216.0,-190.0,-47.0,-13232.0,1816.0,7716.0,-144.0,226.0,-55.0,1.0,B
372.0,251.0,262.0,293.0,268.0,16340.0,-408.0,4608.0,-318.0,35.0,12.0,-13376.0,1908.0,7704.0,-104.0,163.0,-79.0,1.0,B
372.0,251.0,265.0,293.0,268.0,16288.0,-96.0,4488.0,-272.0,-44.0,-49.0,-13184.0,1832.0,7680.0,-116.0,117.0,-115.0,1.0,B
371.0,251.0,261.0,293.0,267.0,16360.0,-284.0,4588.0,-345.0,11.0,-74.0,-13220.0,1816.0,7884.0,-117.0,-54.0,-138.0,1.0,B
372.0,251.0,266.0,294.0,268.0,16456.0,-424.0,4600.0,-457.0,-46.0,-53.0,-13128.0,1976.0,7824.0,-72.0,145.0,-62.0,1.0,B
372.0,251.0,261.0,293.0,268.0,16120.0,-316.0,4772.0,-370.0,-138.0,6.0,-13416.0,1764.0,7792.0,-70.0,128.0,-244.0,1.0,B
372.0,251.0,266.0,293.0,267.0,16252.0,-180.0,4648.0,-403.0,-21.0,-99.0,-13280.0,1764.0,7640.0,-52.0,114.0,53.0,1.0,B
371.0,251.0,261.0,294.0,268.0,16376.0,-352.0,4544.0,-403.0,26.0,24.0,-13180.0,2020.0,7740.0,-75.0,99.0,57.0,1.0,B
371.0,251.0,266.0,293.0,268.0,16380.0,-516.0,4672.0,-245.0,-26.0,-279.0,-13332.0,1768.0,7708.0,-76.0,133.0,-27.0,1.0,B
372.0,251.0,261.0,293.0,268.0,16236.0,-260.0,4752.0,-239.0,131.0,-49.0,-13424.0,1920.0,7740.0,-164.0,86.0,25.0,1.0,B
371.0,251.0,265.0,293.0,268.0,16408.0,-456.0,4852.0,-353.0,-29.0,135.0,-13264.0,2056.0,7704.0,-101.0,206.0,-39.0,1.0,B
372.0,251.0,262.0,294.0,268.0,16136.0,-896.0,4516.0,-497.0,69.0,89.0,-13248.0,2208.0,7832.0,-132.0,228.0,127.0,1.0,B
371.0,251.0,265.0,293.0,268.0,16368.0,-236.0,4468.0,-448.0,-106.0,60.0,-13184.0,2312.0,7732.0,-120.0,252.0,-42.0,1.0,B
372.0,251.0,263.0,294.0,268.0,16516.0,-660.0,4448.0,-321.0,80.0,-138.0,-13368.0,2028.0,7564.0,57.0,-97.0,-288.0,1.0,B
371.0,251.0,264.0,293.0,268.0,16072.0,-460.0,4952.0,-318.0,-84.0,19.0,-13264.0,2104.0,7764.0,-249.0,35.0,-30.0,1.0,B
372.0,251.0,263.0,293.0,268.0,16372.0,-688.0,4856.0,-216.0,-36.0,-127.0,-13496.0,2004.0,7688.0,-229.0,31.0,13.0,1.0,B
371.0,251.0,264.0,293.0,268.0,16296.0,-216.0,4824.0,-246.0,-76.0,-98.0,-13372.0,2160.0,7596.0,-76.0,-2.0,-148.0,1.0,B
372.0,251.0,264.0,294.0,268.0,16112.0,-224.0,4720.0,-521.0,-197.0,57.0,-13364.0,1892.0,7500.0,-215.0,156.0,-18.0,1.0,B
371.0,251.0,263.0,293.0,268.0,16192.0,-308.0,5144.0,-304.0,3.0,112.0,-13240.0,1964.0,7616.0,-231.0,192.0,38.0,1.0,B
372.0,251.0,264.0,294.0,268.0,16268.0,-544.0,4692.0,-400.0,-74.0,62.0,-13324.0,2164.0,7792.0,-308.0,134.0,-7.0,1.0,B
371.0,251.0,263.0,293.0,268.0,16328.0,-384.0,4784.0,-289.0,19.0,65.0,-13280.0,2072.0,7660.0,-176.0,92.0,-21.0,1.0,B
371.0,251.0,265.0,294.0,268.0,16388.0,-460.0,4728.0,-252.0,-127.0,-42.0,-13424.0,1788.0,7548.0,-166.0,95.0,-160.0,1.0,B
371.0,251.0,262.0,294.0,268.0,16320.0,-456.0,4700.0,-302.0,-13.0,-16.0,-13280.0,1984.0,7764.0,-73.0,114.0,-177.0,1.0,B
371.0,251.0,266.0,294.0,268.0,16272.0,-768.0,4728.0,-260.0,-108.0,-42.0,-13436.0,1776.0,7452.0,-149.0,193.0,-78.0,1.0,B
371.0,251.0,261.0,294.0,268.0,16236.0,-336.0,4672.0,-389.0,82.0,-45.0,-13312.0,2012.0,7688.0,-25.0,53.0,-56.0,1.0,B
371.0,252.0,267.0,293.0,268.0,16216.0,-452.0,4976.0,-446.0,84.0,40.0,-13484.0,2220.0,7500.0,8.0,-7.0,-248.0,1.0,B
371.0,251.0,261.0,293.0,268.0,16320.0,-232.0,4724.0,-525.0,-105.0,-43.0,-13264.0,1924.0,7784.0,-101.0,176.0,-5.0,1.0,B
372.0,252.0,266.0,293.0,268.0,16380.0,-716.0,4588.0,-151.0,3.0,-158.0,-13644.0,2104.0,7504.0,-159.0,15.0,-180.0,1.0,B
371.0,252.0,262.0,293.0,268.0,16232.0,-288.0,4680.0,-401.0,-153.0,-45.0,-13316.0,2004.0,7736.0,-20.0,178.0,-10.0,1.0,B
372.0,251.0,266.0,293.0,268.0,16236.0,-880.0,5224.0,-252.0,-8.0,13.0,-13584.0,2136.0,7520.0,-252.0,47.0,-65.0,1.0,B
371.0,251.0,262.0,294.0,268.0,16108.0,-500.0,4980.0,-366.0,-135.0,-142.0,-13396.0,1976.0,7720.0,49.0,85.0,-179.0,1.0,B
371.0,252.0,266.0,293.0,268.0,16268.0,-432.0,4852.0,-420.0,26.0,-10.0,-13564.0,1916.0,7520.0,-142.0,202.0,-59.0,1.0,B
371.0,251.0,262.0,294.0,268.0,16356.0,-700.0,4712.0,-332.0,-42.0,1.0,-13364.0,2112.0,7612.0,-172.0,162.0,2.0,1.0,B
371.0,252.0,266.0,293.0,268.0,16312.0,-672.0,4856.0,-187.0,-13.0,24.0,-13352.0,2008.0,7540.0,-187.0,142.0,-91.0,1.0,B
372.0,252.0,263.0,294.0,268.0,16212.0,-628.0,4836.0,-336.0,-87.0,-50.0,-13440.0,2036.0,7532.0,-243.0,114.0,-210.0,1.0,B
372.0,251.0,265.0,294.0,268.0,16140.0,-512.0,5100.0,-340.0,-219.0,98.0,-13392.0,1856.0,7436.0,-161.0,208.0,-181.0,1.0,B
372.0,251.0,263.0,293.0,269.0,16308.0,-688.0,4856.0,-319.0,-146.0,266.0,-13356.0,2060.0,7552.0,-208.0,233.0,-181.0,1.0,B
372.0,251.0,293.0,294.0,268.0,16288.0,-752.0,4440.0,-356.0,-73.0,59.0,-13524.0,1852.0,7608.0,-189.0,122.0,-37.0,1.0,B
371.0,252.0,293.0,294.0,268.0,16144.0,-492.0,4832.0,-252.0,11.0,112.0,-13608.0,1836.0,7436.0,-27.0,79.0,-148.0,1.0,B
372.0,251.0,293.0,294.0,268.0,16176.0,-828.0,4840.0,-397.0,-82.0,-216.0,-13404.0,1960.0,7672.0,8.0,43.0,-126.0,1.0,B
372.0,251.0,267.0,294.0,269.0,16404.0,-748.0,4608.0,-332.0,-45.0,-213.0,-13596.0,1928.0,7464.0,-171.0,90.0,-95.0,1.0,B
372.0,251.0,265.0,294.0,268.0,16028.0,-636.0,4912.0,-365.0,-73.0,-13.0,-13448.0,1872.0,7508.0,76.0,191.0,-158.0,1.0,B
372.0,252.0,265.0,294.0,268.0,16224.0,-624.0,4952.0,-535.0,53.0,0.0,-13448.0,2048.0,7592.0,-55.0,57.0,-85.0,1.0,B
372.0,252.0,263.0,294.0,268.0,16460.0,-908.0,4868.0,-289.0,-21.0,-124.0,-13572.0,1868.0,7420.0,-95.0,116.0,-65.0,1.0,B
372.0,252.0,265.0,294.0,268.0,16036.0,-528.0,4804.0,-433.0,50.0,-110.0,-13496.0,1900.0,7436.0,-172.0,93.0,-168.0,1.0,B
372.0,252.0,262.0,294.0,268.0,16188.0,-472.0,4876.0,-490.0,-50.0,-28.0,-13480.0,1920.0,7416.0,-17.0,114.0,-120.0,1.0,B
372.0,252.0,266.0,294.0,269.0,16276.0,-612.0,4828.0,-447.0,10.0,-37.0,-13432.0,2016.0,7532.0,-32.0,84.0,-106.0,1.0,B
372.0,251.0,262.0,294.0,269.0,16272.0,-796.0,4748.0,-404.0,105.0,-132.0,-13760.0,2052.0,7344.0,-346.0,107.0,48.0,1.0,B
372.0,252.0,266.0,294.0,269.0,16076.0,-668.0,4972.0,-159.0,-125.0,-29.0,-13532.0,1892.0,7568.0,-175.0,47.0,-187.0,1.0,B
372.0,252.0,262.0,294.0,268.0,16324.0,-644.0,4732.0,-358.0,-40.0,-69.0,-13600.0,2060.0,7440.0,-104.0,68.0,-179.0,1.0,B
372.0,252.0,293.0,294.0,268.0,16292.0,-496.0,4636.0,-297.0,-71.0,-75.0,-13512.0,1820.0,7360.0,-132.0,7.0,24.0,1.0,B
372.0,252.0,267.0,294.0,269.0,16280.0,-524.0,5216.0,-375.0,-48.0,-9.0,-13276.0,2048.0,7564.0,-155.0,3.0,-166.0,1.0,B
372.0,252.0,293.0,294.0,268.0,16428.0,-872.0,4648.0,-411.0,-33.0,-60.0,-13460.0,1992.0,7684.0,-165.0,44.0,-93.0,1.0,B
371.0,252.0,293.0,294.0,269.0,16256.0,-480.0,4656.0,-311.0,-127.0,106.0,-13464.0,1872.0,7440.0,-29.0,50.0,-143.0,1.0,B
372.0,251.0,293.0,294.0,269.0,16332.0,-564.0,4680.0,-423.0,31.0,-24.0,-13444.0,1872.0,7576.0,-54.0,255.0,-76.0,1.0,B
372.0,252.0,293.0,294.0,269.0,16280.0,-596.0,4796.0,-588.0,32.0,-123.0,-13440.0,1888.0,7508.0,98.0,117.0,-190.0,1.0,B
372.0,252.0,268.0,294.0,269.0,16356.0,-716.0,4908.0,-434.0,43.0,-104.0,-13344.0,1992.0,7672.0,-43.0,119.0,15.0,1.0,B
372.0,252.0,263.0,294.0,269.0,16348.0,-664.0,4728.0,-336.0,-28.0,-23.0,-13584.0,1960.0,7472.0,-18.0,107.0,-132.0,1.0,B
371.0,252.0,266.0,294.0,269.0,16196.0,-560.0,4968.0,-441.0,1.0,-8.0,-13368.0,2016.0,7680.0,-33.0,12.0,-130.0,1.0,B
372.0,252.0,263.0,294.0,269.0,16320.0,-792.0,4788.0,-331.0,47.0,-41.0,-13468.0,2004.0,7476.0,-82.0,114.0,-133.0,1.0,B
371.0,252.0,265.0,294.0,269.0,16180.0,-516.0,4940.0,-488.0,35.0,0.0,-13332.0,2092.0,7564.0,-95.0,116.0,-30.0,1.0,B
372.0,252.0,264.0,294.0,269.0,16192.0,-744.0,4912.0,-296.0,-95.0,21.0,-13488.0,2060.0,7308.0,-156.0,96.0,-42.0,1.0,B
372.0,252.0,265.0,294.0,269.0,16184.0,-472.0,4896.0,-428.0,-62.0,48.0,-13364.0,2092.0,7516.0,-50.0,33.0,-218.0,1.0,B
372.0,252.0,264.0,294.0,269.0,16196.0,-600.0,5000.0,-316.0,-34.0,-60.0,-13340.0,1904.0,7392.0,-186.0,143.0,-169.0,1.0,B
372.0,252.0,265.0,294.0,269.0,16332.0,-636.0,4748.0,-429.0,-138.0,-53.0,-13552.0,2076.0,7432.0,-124.0,-31.0,-208.0,1.0,B
372.0,252.0,265.0,294.0,269.0,16364.0,-676.0,4692.0,-428.0,-135.0,64.0,-13256.0,2032.0,7512.0,-182.0,102.0,-118.0,1.0,B
372.0,252.0,293.0,294.0,269.0,16336.0,-448.0,4508.0,-232.0,12.0,-77.0,-13600.0,1800.0,7512.0,-220.0,-50.0,-195.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16236.0,-536.0,4576.0,-259.0,-220.0,8.0,-13420.0,1908.0,7600.0,-120.0,91.0,-114.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16200.0,-568.0,4428.0,-410.0,-136.0,-40.0,-13348.0,1964.0,7360.0,-105.0,181.0,-89.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16284.0,-664.0,4796.0,-459.0,19.0,-59.0,-13416.0,1960.0,7372.0,123.0,93.0,-168.0,1.0,B
373.0,252.0,294.0,294.0,269.0,16436.0,-616.0,4572.0,-432.0,-69.0,-214.0,-13308.0,2028.0,7736.0,-4.0,47.0,-67.0,1.0,B
373.0,252.0,269.0,294.0,269.0,16240.0,-688.0,4768.0,-344.0,-17.0,-71.0,-13572.0,1940.0,7520.0,-70.0,149.0,-102.0,1.0,B
373.0,252.0,263.0,294.0,269.0,16184.0,-440.0,4852.0,-283.0,66.0,3.0,-13560.0,1812.0,7464.0,-75.0,255.0,90.0,1.0,B
373.0,252.0,267.0,294.0,269.0,16340.0,-852.0,4636.0,-391.0,29.0,-100.0,-13488.0,2156.0,7744.0,-146.0,186.0,-68.0,1.0,B
373.0,252.0,262.0,294.0,269.0,16228.0,-736.0,4948.0,-315.0,-46.0,-63.0,-13360.0,2048.0,7404.0,-81.0,93.0,-71.0,1.0,B
373.0,252.0,268.0,294.0,269.0,16344.0,-392.0,4516.0,-440.0,-32.0,49.0,-13620.0,2140.0,7416.0,-29.0,-36.0,-178.0,1.0,B
373.0,252.0,262.0,294.0,269.0,16344.0,-620.0,4632.0,-299.0,-143.0,-88.0,-13424.0,2060.0,7384.0,-133.0,69.0,-39.0,1.0,B
373.0,252.0,267.0,294.0,269.0,16252.0,-680.0,5084.0,-220.0,-65.0,-134.0,-13404.0,2040.0,7452.0,-200.0,198.0,-23.0,1.0,B
373.0,252.0,262.0,294.0,269.0,16316.0,-504.0,4728.0,-262.0,8.0,-58.0,-13520.0,1856.0,7376.0,-170.0,114.0,-80.0,1.0,B
373.0,252.0,267.0,294.0,269.0,16216.0,-732.0,4892.0,-388.0,-165.0,21.0,-13420.0,2096.0,7484.0,-120.0,-22.0,-291.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16256.0,-728.0,4692.0,-418.0,45.0,-69.0,-13484.0,1976.0,7448.0,-138.0,61.0,-100.0,1.0,B
373.0,252.0,294.0,294.0,269.0,16148.0,-456.0,4576.0,-241.0,-129.0,35.0,-13468.0,2056.0,7504.0,-90.0,98.0,-136.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16132.0,-764.0,4636.0,-406.0,-31.0,26.0,-13408.0,1904.0,7376.0,-174.0,101.0,-87.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16220.0,-592.0,4896.0,-359.0,95.0,-17.0,-13480.0,1820.0,7376.0,-25.0,132.0,-136.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16216.0,-840.0,4524.0,-287.0,43.0,-118.0,-13716.0,2092.0,7368.0,3.0,276.0,-106.0,1.0,B
373.0,252.0,293.0,294.0,269.0,16236.0,-648.0,5056.0,-730.0,-176.0,-69.0,-13296.0,1888.0,7372.0,-68.0,1.0,-202.0,1.0,B
373.0,252.0,294.0,294.0,269.0,16184.0,-920.0,4880.0,-232.0,37.0,7.0,-13588.0,1880.0,7320.0,-143.0,119.0,76.0,1.0,B
373.0,252.0,294.0,294.0,269.0,16220.0,-724.0,4784.0,-387.0,159.0,-16.0,-13476.0,2040.0,7424.0,-3.0,144.0,-147.0,1.0,B
373.0,252.0,269.0,294.0,269.0,16416.0,-660.0,4652.0,-471.0,49.0,13.0,-13508.0,1828.0,7272.0,3.0,-52.0,-127.0,1.0,B
373.0,252.0,266.0,294.0,269.0,16400.0,-716.0,5004.0,-449.0,-94.0,-131.0,-13532.0,2012.0,7336.0,-93.0,78.0,-133.0,1.0,B
373.0,252.0,265.0,294.0,269.0,16180.0,-676.0,4904.0,-303.0,-8.0,114.0,-13452.0,2088.0,7468.0,-99.0,90.0,-215.0,1.0,B
373.0,252.0,264.0,294.0,269.0,16184.0,-876.0,5100.0,-465.0,-13.0,-137.0,-13636.0,2048.0,7472.0,-52.0,58.0,-150.0,1.0,B
373.0,252.0,265.0,294.0,269.0,16332.0,-648.0,4908.0,-487.0,-121.0,-33.0,-13548.0,1992.0,7428.0,-131.0,28.0,-235.0,1.0,B
373.0,252.0,263.0,294.0,269.0,16232.0,-684.0,4700.0,-367.0,-111.0,-33.0,-13472.0,1992.0,7612.0,-132.0,35.0,-221.0,1.0,B
373.0,252.0,294.0,294.0,269.0,16244.0,-796.0,4796.0,-238.0,-238.0,-6.0,-13388.0,1892.0,7588.0,-234.0,188.0,-16.0,1.0,B
374.0,252.0,294.0,294.0,269.0,16560.0,-364.0,4392.0,-356.0,-97.0,11.0,-13352.0,1728.0,7720.0,-171.0,-29.0,-145.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16484.0,-840.0,4420.0,-325.0,-77.0,31.0,-13496.0,1888.0,7440.0,-145.0,134.0,-88.0,1.0,B
374.0,252.0,294.0,294.0,269.0,16168.0,-556.0,4500.0,-333.0,15.0,-3.0,-13632.0,1676.0,7332.0,-71.0,218.0,-63.0,1.0,B
374.0,253.0,294.0,295.0,269.0,16320.0,-876.0,4528.0,-403.0,18.0,34.0,-13460.0,1784.0,7552.0,-35.0,171.0,-24.0,1.0,B
374.0,252.0,294.0,294.0,270.0,16332.0,-888.0,4592.0,-415.0,-92.0,-203.0,-13620.0,1928.0,7428.0,-206.0,236.0,-485.0,1.0,B
374.0,252.0,294.0,294.0,269.0,16004.0,-244.0,4596.0,-495.0,81.0,-18.0,-13500.0,2092.0,7740.0,10.0,414.0,178.0,1.0,B
374.0,252.0,294.0,294.0,269.0,16404.0,-1196.0,4508.0,-482.0,-215.0,18.0,-13236.0,1608.0,7320.0,53.0,48.0,-203.0,1.0,B
374.0,252.0,294.0,294.0,270.0,16412.0,-804.0,4616.0,-281.0,-17.0,-187.0,-13568.0,1784.0,7400.0,-161.0,32.0,-73.0,1.0,B
374.0,252.0,294.0,295.0,270.0,16200.0,-1036.0,4612.0,-346.0,35.0,-50.0,-13556.0,1856.0,7504.0,-79.0,34.0,-33.0,1.0,B
374.0,252.0,294.0,294.0,270.0,16304.0,-536.0,4560.0,-342.0,-16.0,-46.0,-13564.0,1640.0,7388.0,-131.0,206.0,-14.0,1.0,B
375.0,252.0,267.0,295.0,269.0,16144.0,-468.0,4812.0,-455.0,-25.0,27.0,-13560.0,2000.0,7540.0,-102.0,-87.0,-190.0,1.0,B
374.0,252.0,267.0,294.0,270.0,16184.0,-916.0,4712.0,-399.0,7.0,-54.0,-13312.0,1928.0,7436.0,-131.0,58.0,-68.0,1.0,B
374.0,252.0,264.0,295.0,270.0,16172.0,-676.0,4880.0,-341.0,-93.0,-37.0,-13528.0,1744.0,7424.0,-26.0,116.0,-80.0,1.0,B
374.0,253.0,294.0,294.0,269.0,16272.0,-596.0,4812.0,-248.0,-32.0,-17.0,-13436.0,1840.0,7536.0,-115.0,177.0,-96.0,1.0,B
375.0,252.0,294.0,294.0,270.0,16268.0,-796.0,4664.0,-312.0,22.0,47.0,-13404.0,1900.0,7460.0,-83.0,198.0,-39.0,1.0,B
374.0,252.0,294.0,294.0,270.0,16444.0,-664.0,4708.0,-407.0,29.0,-80.0,-13504.0,1884.0,7356.0,-159.0,9.0,-171.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16244.0,-804.0,4596.0,-316.0,-137.0,15.0,-13480.0,1840.0,7484.0,-143.0,104.0,-18.0,1.0,B
375.0,252.0,294.0,294.0,270.0,16432.0,-768.0,4452.0,-197.0,-41.0,-98.0,-13520.0,1732.0,7356.0,-231.0,130.0,-52.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16164.0,-628.0,4700.0,-429.0,-42.0,-22.0,-13492.0,1808.0,7388.0,-54.0,46.0,-208.0,1.0,B
374.0,252.0,294.0,294.0,270.0,16288.0,-912.0,4692.0,-374.0,-78.0,-67.0,-13436.0,1744.0,7388.0,3.0,169.0,-232.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16296.0,-716.0,4928.0,-528.0,35.0,82.0,-13548.0,2076.0,7428.0,-25.0,-19.0,-177.0,1.0,B
374.0,252.0,294.0,295.0,269.0,16276.0,-888.0,4628.0,-375.0,59.0,-124.0,-13688.0,1856.0,7512.0,-84.0,13.0,-99.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16244.0,-712.0,4712.0,-333.0,-36.0,-74.0,-13488.0,1884.0,7512.0,-86.0,139.0,-28.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16312.0,-708.0,4772.0,-463.0,-62.0,-36.0,-13568.0,2048.0,7408.0,-125.0,31.0,-165.0,1.0,B
374.0,252.0,294.0,295.0,270.0,16400.0,-608.0,4664.0,-315.0,-103.0,-40.0,-13488.0,1804.0,7476.0,-12.0,148.0,-57.0,1.0,B
374.0,252.0,294.0,295.0,270.0,16328.0,-776.0,4536.0,-284.0,-95.0,-130.0,-13516.0,1940.0,7656.0,-4.0,154.0,-204.0,1.0,B
375.0,253.0,294.0,294.0,270.0,16296.0,-720.0,4748.0,-436.0,-97.0,-33.0,-13392.0,1912.0,7500.0,-108.0,67.0,-150.0,1.0,B
374.0,253.0,294.0,294.0,270.0,16336.0,-840.0,4740.0,-415.0,40.0,62.0,-13496.0,1988.0,7468.0,-142.0,175.0,-49.0,1.0,B
375.0,252.0,294.0,295.0,270.0,16268.0,-716.0,4768.0,-438.0,-64.0,-117.0,-13456.0,1964.0,7600.0,-30.0,87.0,-141.0,1.0,B
375.0,252.0,294.0,295.0,270.0,16276.0,-1048.0,4716.0,-378.0,-124.0,-56.0,-13532.0,2200.0,7452.0,-146.0,34.0,-7.0,1.0,B
375.0,252.0,294.0,295.0,270.0,16244.0,-1004.0,4800.0,-270.0,-30.0,31.0,-13612.0,1816.0,7456.0,64.0,120.0,-135.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16212.0,-784.0,4744.0,-397.0,-6.0,62.0,-13556.0,1992.0,7476.0,-119.0,195.0,-75.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16420.0,-632.0,4764.0,-351.0,-38.0,-66.0,-13496.0,1844.0,7428.0,-193.0,67.0,-147.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16348.0,-648.0,4812.0,-291.0,-37.0,-30.0,-13364.0,1820.0,7452.0,-230.0,118.0,-14.0,1.0,B
374.0,252.0,294.0,295.0,270.0,16304.0,-864.0,4640.0,-365.0,39.0,126.0,-13460.0,2152.0,7312.0,-111.0,33.0,-20.0,1.0,B
374.0,252.0,294.0,295.0,270.0,16332.0,-868.0,4628.0,-523.0,-97.0,-47.0,-13540.0,1724.0,7464.0,-140.0,29.0,-281.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16180.0,-648.0,4780.0,-454.0,4.0,-157.0,-13436.0,1756.0,7388.0,-59.0,38.0,-66.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16328.0,-776.0,4560.0,-309.0,101.0,55.0,-13552.0,2056.0,7488.0,-146.0,22.0,-188.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16320.0,-712.0,4764.0,-415.0,-97.0,-17.0,-13356.0,1824.0,7468.0,-52.0,128.0,-182.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16220.0,-712.0,4632.0,-478.0,-72.0,-75.0,-13560.0,1928.0,7460.0,39.0,119.0,-252.0,1.0,B
375.0,252.0,294.0,295.0,270.0,16200.0,-716.0,4656.0,-217.0,-80.0,15.0,-13624.0,1900.0,7480.0,-85.0,139.0,-35.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16316.0,-892.0,4964.0,-460.0,-32.0,-35.0,-13436.0,1784.0,7408.0,-93.0,243.0,-44.0,1.0,B
375.0,252.0,294.0,295.0,270.0,16480.0,-700.0,4532.0,-317.0,-74.0,-111.0,-13508.0,1884.0,7556.0,-99.0,76.0,-117.0,1.0,B
374.0,253.0,295.0,295.0,270.0,16148.0,-696.0,4808.0,-396.0,-38.0,-87.0,-13560.0,1960.0,7396.0,-85.0,49.0,-185.0,1.0,B
374.0,253.0,294.0,295.0,270.0,16196.0,-632.0,4784.0,-489.0,-39.0,-25.0,-13428.0,1864.0,7476.0,37.0,139.0,-82.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16192.0,-516.0,4916.0,-339.0,-105.0,-90.0,-13596.0,1896.0,7376.0,3.0,44.0,-100.0,1.0,B
374.0,253.0,295.0,295.0,270.0,16220.0,-928.0,4696.0,-377.0,-101.0,-86.0,-13416.0,1904.0,7468.0,-215.0,17.0,-117.0,1.0,B
375.0,253.0,294.0,295.0,270.0,16280.0,-744.0,4796.0,-317.0,31.0,-20.0,-13508.0,1808.0,7460.0,-25.0,97.0,-103.0,1.0,B
